company_slug,company_name,industry,city,draft_description,status,is_public,note
metlaif-ukraina,МетЛайф Україна,Страхування,,"МетЛайф Україна — компанія у сфері Страхування. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mykolaivoblenerho,Миколаївобленерго,Енергетика,,"Миколаївобленерго — компанія у сфері Енергетика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
myrhorodska,Миргородська,FMCG,,"Миргородська — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
myronivskyi-khliboprodukt,Миронівський хлібопродукт,FMCG,,"Миронівський хлібопродукт — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mizhnarodnyi-aeroport-lviv,Міжнародний аеропорт Львів,Державний сектор,,"Міжнародний аеропорт Львів — компанія у сфері Державний сектор. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ministerstvo-tsyfrovoi-transformatsii-ukrainy,Міністерство цифрової трансформації України,Державний сектор,,"Міністерство цифрової трансформації України — компанія у сфері Державний сектор. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mister-klin,Містер Клін,Побутові послуги,,"Містер Клін — компанія у сфері Побутові послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
modern-ekspo,Модерн-Експо,Виробництво,,"Модерн-Експо — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
molokiia,Молокія,FMCG,,"Молокія — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
molochnyi-alians,Молочний альянс,FMCG,,"Молочний альянс — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
momental,Моментал,Будівництво,,"Моментал — компанія у сфері Будівництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
morshynska,Моршинська,FMCG,,"Моршинська — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
motor-sich,Мотор Січ,Виробництво,,"Мотор Січ — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
motor-bank,Мотор-Банк,Банки і фінанси,,"Мотор-Банк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mriia-ahrokholdynh,Мрія Агрохолдинг,Агро,,"Мрія Агрохолдинг — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mtb-bank,МТБ Банк,Банки і фінанси,,"МТБ Банк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
multyservis,Мультисервіс,Побутові послуги,,"Мультисервіс — компанія у сфері Побутові послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
murakami,Муракамі,HoReCa,,"Муракамі — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
mkhp,МХП,FMCG,,"МХП — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
na-urok,На Урок,Освіта,,"На Урок — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
naftohaz,Нафтогаз,Енергетика,,"Нафтогаз — компанія у сфері Енергетика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
naftohaz-ukrainy,Нафтогаз України,Енергетика,Україна,"Нафтогаз України — компанія у сфері Енергетика. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
natsionalnyi-bank-ukrainy,Національний банк України,Державний сектор,,"Національний банк України — компанія у сфері Державний сектор. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nash-krai,Наш Край,Ритейл,,"Наш Край — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nasha-riaba,Наша Ряба,FMCG,,"Наша Ряба — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nibulon,Нібулон,FMCG,,"Нібулон — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nibulon-ahro,Нібулон Агро,Агро,,"Нібулон Агро — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
niko-avto,Ніко Авто,Авто,,"Ніко Авто — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nikopolskyi-zavod-ferosplaviv,Нікопольський завод феросплавів,Металургія,,"Нікопольський завод феросплавів — компанія у сфері Металургія. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nichnyi-ekspres,Нічний Експрес,Логістика,,"Нічний Експрес — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nova-hlobal,Нова Глобал,Логістика,,"Нова Глобал — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nova-kava,Нова Кава,HoReCa,,"Нова Кава — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nova-liniia,Нова Лінія,Ритейл,,"Нова Лінія — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nova-poshta,Нова Пошта,Логістика,,"Нова Пошта — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nova-poshta-hlobal,Нова Пошта Глобал,Логістика,,"Нова Пошта Глобал — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nova-poshta-servis,Нова пошта Сервіс,Побутові послуги,,"Нова пошта Сервіс — компанія у сфері Побутові послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
novabudova,НоваБудова,Нерухомість,,"НоваБудова — компанія у сфері Нерухомість. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
novyi-kanal,Новий канал,Media,,"Новий канал — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
nfau,НФаУ,Освіта,,"НФаУ — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
oberih,Оберіг,Медицина,,"Оберіг — компанія у сфері Медицина. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
obolon,Оболонь,FMCG,,"Оболонь — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
odesaoblenerho,Одесаобленерго,Енергетика,,"Одесаобленерго — компанія у сфері Енергетика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
odeskabel,Одескабель,Виробництво,,"Одескабель — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
odeskyi-morskyi-port,Одеський морський порт,Державний сектор,,"Одеський морський порт — компанія у сфері Державний сектор. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
odeskyi-natsionalnyi-universytet-imeni-mechnykova,Одеський національний університет імені Мечникова,Освіта,,"Одеський національний університет імені Мечникова — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
okko-cafe,ОККО Cafe,HoReCa,,"ОККО Cafe — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
oksford-medikal,Оксфорд Медікал,Медицина,Київ,"Оксфорд Медікал — компанія у сфері Медицина. Компанія вказана з містом: Київ. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
oranta,Оранта,Страхування,,"Оранта — компанія у сфері Страхування. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
orhanosin,Органосін,Фармацевтика,,"Органосін — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
osvitoriia,Освіторія,Освіта,,"Освіторія — компанія у сфері Освіта. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
okhmatdyt,Охматдит,Медицина,,"Охматдит — компанія у сфері Медицина. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
okhorona-i-bezpeka,Охорона і Безпека,Безпека,,"Охорона і Безпека — компанія у сфері Безпека. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
okhoronnyi-kholdingh,Охоронний Холдинг,Безпека,,"Охоронний Холдинг — компанія у сфері Безпека. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
okhoronnyi-kholdynh-sheriff,Охоронний холдинг Sheriff,Безпека,Україна,"Охоронний холдинг Sheriff — компанія у сфері Безпека. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
oshchadbank,Ощадбанк,Банки і фінанси,,"Ощадбанк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
persha-pryvatna-brovarnia,Перша приватна броварня,FMCG,,"Перша приватна броварня — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
pivdenmash,Південмаш,Виробництво,,"Південмаш — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
pivdennyi-hzk,Південний ГЗК,Металургія,,"Південний ГЗК — компанія у сфері Металургія. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
pivdennyi-morskyi-port,Південний морський порт,Державний сектор,,"Південний морський порт — компанія у сфері Державний сектор. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
pivnichnyi-hzk,Північний ГЗК,Металургія,,"Північний ГЗК — компанія у сфері Металургія. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
pireus-bank,Піреус Банк,Банки і фінанси,,"Піреус Банк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
planeta-zdorovia,Планета Здоров'я,Фармацевтика,,"Планета Здоров'я — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
planeta-kino-cafe,Планета Кіно Cafe,HoReCa,,"Планета Кіно Cafe — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
podilskyi-tsentr-zoru,Подільський центр зору,Медицина,,"Подільський центр зору — компанія у сфері Медицина. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
podorozhnyk,Подорожник,Фармацевтика,,"Подорожник — компанія у сфері Фармацевтика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
poltava-bank,Полтава-банк,Банки і фінанси,,"Полтава-банк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
poltavaoblenerho,Полтаваобленерго,Енергетика,,"Полтаваобленерго — компанія у сфері Енергетика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
poltavskyi-hzk,Полтавський ГЗК,Металургія,,"Полтавський ГЗК — компанія у сфері Металургія. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
praveks-bank,Правекс Банк,Банки і фінанси,,"Правекс Банк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
pralnia-fresh,Пральня Fresh,Побутові послуги,,"Пральня Fresh — компанія у сфері Побутові послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
privatbank,ПриватБанк,Банки і фінанси,,"ПриватБанк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
prykarpattiaoblenerho,Прикарпаттяобленерго,Енергетика,,"Прикарпаттяобленерго — компанія у сфері Енергетика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
pryluky,Прилуки,FMCG,,"Прилуки — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
providna,Провідна,Страхування,,"Провідна — компанія у сфері Страхування. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
prozorro,Прозорро,Державний сектор,,"Прозорро — компанія у сфері Державний сектор. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
prokredyt-bank,ПроКредит Банк,Банки і фінанси,,"ПроКредит Банк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
prometei,Прометей,Агро,,"Прометей — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
promprylad,Промприлад,Виробництво,,"Промприлад — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
puzata-khata,Пузата Хата,HoReCa,,"Пузата Хата — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
pumb,ПУМБ,Банки і фінанси,,"ПУМБ — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
radabank,Радабанк,Банки і фінанси,,"Радабанк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
raiffeisen-bank,Райффайзен Банк,Банки і фінанси,Київ,"Райффайзен Банк — компанія у сфері Банки і фінанси. Компанія вказана з містом: Київ. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
raiffaizen-bank,Райффайзен Банк,Банки і фінанси,,"Райффайзен Банк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
rebernia-pid-arsenalom,Реберня під Арсеналом,HoReCa,,"Реберня під Арсеналом — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
rivneoblenerho,Рівнеобленерго,Енергетика,,"Рівнеобленерго — компанія у сфері Енергетика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
riel,РІЕЛ,Нерухомість,,"РІЕЛ — компанія у сфері Нерухомість. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
rud,Рудь,FMCG,,"Рудь — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
rukavychka,Рукавичка,Ритейл,,"Рукавичка — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
sb-hrup,СБ Груп,Безпека,,"СБ Груп — компанія у сфері Безпека. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
svaroh-vest-hrup,Сварог Вест Груп,Агро,,"Сварог Вест Груп — компанія у сфері Агро. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
sentravis,Сентравіс,Металургія,,"Сентравіс — компанія у сфері Металургія. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
servisnyi-tsentr-ruky,Сервісний центр Руки,Побутові послуги,,"Сервісний центр Руки — компанія у сфері Побутові послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
silpo,Сільпо,Ритейл,,"Сільпо — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
simia-restoraniv-dmytra-borysova,Сім'я ресторанів Дмитра Борисова,HoReCa,,"Сім'я ресторанів Дмитра Борисова — компанія у сфері HoReCa. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
sinevo,Сінево,Медицина,,"Сінево — компанія у сфері Медицина. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
sirius,Сіріус,Безпека,,"Сіріус — компанія у сфері Безпека. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
skf-ukraina,СКФ Україна,Виробництво,,"СКФ Україна — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
smartlab,Смартлаб,Медицина,,"Смартлаб — компанія у сфері Медицина. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
sportmaster-ukraina,Спортмастер Україна,Ритейл,,"Спортмастер Україна — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
stalkanat,Стальканат,Будівництво,,"Стальканат — компанія у сфері Будівництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
status-bezpeka,Статус Безпека,Безпека,,"Статус Безпека — компанія у сфері Безпека. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
stb,СТБ,Media,,"СТБ — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
suspilne,Суспільне,Media,,"Суспільне — компанія у сфері Media. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
sushyia,Сушия,HoReCa,Україна,"Сушия — компанія у сфері HoReCa. Компанія вказана з містом: Україна. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tavriia-v,Таврія В,Ритейл,,"Таврія В — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tas-strakhuvannia,ТАС Страхування,Страхування,,"ТАС Страхування — компанія у сфері Страхування. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
taskombank,Таскомбанк,Банки і фінанси,,"Таскомбанк — компанія у сфері Банки і фінанси. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tek-raben-ukraina,ТЕК Рабен Україна,Логістика,,"ТЕК Рабен Україна — компанія у сфері Логістика. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
terra-fud,Терра Фуд,FMCG,,"Терра Фуд — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tekhno-izhak,Техно Їжак,Ритейл,,"Техно Їжак — компанія у сфері Ритейл. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tekhnokom,Техноком,Виробництво,,"Техноком — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tekhnonikol-ukraina,Техноніколь Україна,Будівництво,,"Техноніколь Україна — компанія у сфері Будівництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
tophard,ТопГард,Безпека,,"ТопГард — компанія у сфері Безпека. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
try-vedmedi,Три Ведмеді,FMCG,,"Три Ведмеді — компанія у сфері FMCG. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ukrainski-enerhetychni-mashyny,Турбоатом / Українські енергетичні машини,Виробництво,,"Турбоатом / Українські енергетичні машини — компанія у сфері Виробництво. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
uberem,Уберем,Побутові послуги,,"Уберем — компанія у сфері Побутові послуги. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
ukravto,УкрАвто,Авто,,"УкрАвто — компанія у сфері Авто. На сторінці можна переглянути відкриті факти, вакансії та анонімні відгуки користувачів.",needs_verification,false,rule-based neutral draft; review before publishing
